Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2012,Jon Berti,TOR,LEVEL,22,60,224,267,63,51,8,2,2,35,27,34,0,41,7,1,1,3,26,8,0.28125,12037
2013,Yefri Perez,MIA,LEVEL,22,13,51,55,10,7,2,1,0,7,7,4,0,4,0,0,0,1,8,1,0.19607843,12090
2014,Yefri Perez,MIA,LEVEL,23,118,421,462,121,103,17,0,1,65,29,26,1,54,5,2,8,7,30,9,0.28741093,12090
2013,Niko Goodrum,MIN,LEVEL,21,103,385,455,100,70,22,4,4,62,45,60,1,105,4,2,4,10,20,4,0.25974026,12092
2012,Kennys Vargas,MIN,LEVEL,21,41,154,186,49,27,10,1,11,22,36,28,3,41,1,3,0,4,0,0,0.31818182,12101
2013,David Washington,STL,LEVEL,22,3,9,15,3,1,2,0,0,1,1,6,1,2,0,0,0,0,0,0,0.33333333,12110
2012,Matt Skole,WSN,LEVEL,22,101,343,448,98,53,18,0,27,73,92,94,3,116,4,6,1,5,10,0,0.28571429,12119
2012,Ryan Brett,TBR,LEVEL,20,100,410,456,117,88,20,3,6,77,35,37,3,73,4,3,2,9,48,8,0.28536585,12138
2012,Juniel Querecuto,TBR,LEVEL,19,106,386,436,96,77,17,2,0,53,32,38,0,79,1,2,9,10,13,6,0.24870466,12140
2014,Juniel Querecuto,TBR,LEVEL,21,88,354,387,103,87,13,1,2,45,37,25,0,44,1,1,6,5,5,5,0.29096045,12140
2013,Max Kepler,MIN,LEVEL,20,61,236,263,56,33,11,3,9,35,40,24,1,43,2,1,0,2,2,0,0.23728814,12144
2012,Kyle Kubitza,ATL,LEVEL,21,128,448,531,107,65,24,9,9,68,59,73,1,127,5,4,1,5,18,11,0.23883929,12148
2012,Eddie Rosario,MIN,LEVEL,20,95,392,429,116,68,32,4,12,60,70,31,1,69,1,5,0,10,11,11,0.29591837,12155
2012,Austin Barnes,MIA,LEVEL,22,123,478,566,152,101,36,3,12,76,65,59,0,61,9,3,17,14,9,2,0.31799163,12158
2012,Ben Gamel,NYY,LEVEL,20,110,444,476,136,106,23,5,2,56,61,23,0,71,4,5,0,10,19,10,0.30630631,12160
2011,Xander Bogaerts,BOS,LEVEL,18,72,265,296,69,37,14,2,16,38,45,25,0,71,2,4,0,4,1,3,0.26037736,12161
2012,Miguel Sano,MIN,LEVEL,19,129,457,553,118,58,28,4,28,75,100,80,4,144,8,8,0,10,8,3,0.25820569,12164
2012,Jorge Bonifacio,KCR,LEVEL,19,105,412,448,116,80,20,6,10,54,61,30,1,84,4,0,2,12,6,3,0.2815534,12174
2011,Maikel Franco,PHI,LEVEL,18,17,65,67,8,5,2,0,1,6,6,1,0,15,1,0,0,4,0,0,0.12307692,12179
2012,Maikel Franco,PHI,LEVEL,19,132,503,554,141,92,32,3,14,70,84,38,0,80,7,6,0,24,3,1,0.28031809,12179
2012,Jorge Alfaro,TEX,LEVEL,19,74,272,300,71,40,21,5,5,40,34,16,0,84,9,3,0,8,7,3,0.26102941,12180
2013,Jorge Alfaro,TEX,LEVEL,20,104,372,420,96,57,22,1,16,63,53,28,0,111,18,2,0,9,16,3,0.25806452,12180
2012,Matt Duffy,HOU,LEVEL,23,134,492,587,138,89,32,1,16,73,70,48,0,106,41,6,0,11,6,3,0.2804878,12181
2012,Scott Schebler,LAD,LEVEL,21,137,515,560,134,88,32,8,6,67,67,30,3,99,10,3,2,8,17,11,0.26019417,12225
2012,Cody Hall,SFG,LEVEL,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12232
2012,Brock Stassi,PHI,LEVEL,22,59,186,221,46,31,9,3,3,22,30,28,1,34,1,4,2,3,6,2,0.24731183,12244
2012,Ryan Court,ARI,LEVEL,24,102,383,437,101,67,24,2,8,64,53,38,3,111,9,4,3,9,6,1,0.26370757,12268
2013,Ryan Court,ARI,LEVEL,25,29,106,126,42,26,14,0,2,22,19,16,0,26,2,2,0,4,2,2,0.39622642,12268
2013,Leonel Campos,SDP,LEVEL,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12277
2012,Rougned Odor,TEX,LEVEL,18,109,432,471,112,75,23,4,10,60,47,25,0,65,10,2,2,4,19,10,0.25925926,12282
2012,Kevan Smith,CHW,LEVEL,24,86,340,379,96,63,26,0,7,48,60,25,0,62,9,4,1,12,0,1,0.28235294,12284
2011,Cory Spangenberg,SDP,LEVEL,20,47,189,209,54,44,7,1,2,35,24,14,0,42,3,0,3,0,15,4,0.28571429,12294
2011,Chris Bassitt,CHW,LEVEL,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12304
2012,Jace Peterson,SDP,LEVEL,22,117,444,521,127,93,23,9,2,78,48,62,0,63,5,2,8,4,51,13,0.28603604,12325
2011,Tommy La Stella,ATL,LEVEL,22,63,232,270,76,49,13,5,9,46,40,26,0,28,5,4,3,5,2,2,0.32758621,12371
2011,Beau Taylor,OAK,LEVEL,21,43,147,167,43,34,7,2,0,16,17,18,0,34,0,1,1,1,1,3,0.29251701,12384
2011,Taylor Motter,TBR,LEVEL,21,3,11,12,2,1,0,0,1,1,3,1,0,4,0,0,0,0,1,0,0.18181818,12399
2012,Taylor Motter,TBR,LEVEL,22,99,303,361,74,50,17,2,5,41,37,50,2,60,3,0,5,10,24,12,0.24422442,12399
2013,Ryan Rua,TEX,LEVEL,23,104,367,430,92,38,24,1,29,70,82,49,2,91,12,2,0,4,13,2,0.2506812,12409
2012,Kevin Pillar,TOR,LEVEL,23,86,335,375,108,79,20,4,5,49,57,35,1,53,3,1,1,10,35,6,0.32238806,12434
2006,Matt Bush,SDP,LEVEL,20,21,71,78,19,16,3,0,0,8,7,6,0,13,1,0,0,2,2,1,0.26760563,1246
2012,T.J. Rivera,NYM,LEVEL,23,64,261,296,87,64,14,1,8,42,37,26,1,33,3,3,3,8,4,3,0.33333333,12495
2017,Jett Bandy,MIL,LEVEL,27,2,5,7,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0.4,12508
2011,Curt Casali,DET,LEVEL,22,25,75,92,17,8,7,0,2,10,14,13,0,9,1,1,2,5,0,0,0.22666667,12510
2012,Curt Casali,DET,LEVEL,23,48,170,206,49,29,12,0,8,25,25,27,1,18,6,1,2,6,2,1,0.28823529,12510
2017,Kolten Wong,STL,LEVEL,26,3,7,9,1,0,0,0,1,2,1,1,0,1,1,0,0,0,1,0,0.14285714,12532
2018,Kolten Wong,STL,LEVEL,27,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12532
2011,Kolten Wong,STL,LEVEL,20,47,194,222,65,43,15,2,5,39,25,21,1,24,3,4,0,4,9,5,0.33505155,12532
2011,Marcus Semien,CHW,LEVEL,20,60,229,262,58,38,15,2,3,35,26,22,0,53,2,3,6,4,3,4,0.25327511,12533
2011,John Hicks,SEA,LEVEL,21,38,139,148,43,30,9,2,2,21,26,5,0,17,1,3,0,3,2,3,0.30935252,12547
2012,Eugenio Suarez,DET,LEVEL,20,135,511,604,147,102,34,5,6,82,67,65,2,116,15,7,5,6,21,9,0.28767123,12552
2012,Trevor Story,COL,LEVEL,19,122,477,548,132,65,43,6,18,96,63,60,0,121,9,2,0,3,15,3,0.27672956,12564
2011,Nick Ramirez,MIL,LEVEL,21,36,137,149,27,12,12,0,3,11,23,9,0,36,1,2,0,1,0,0,0.19708029,12575
2012,Nick Ramirez,MIL,LEVEL,22,96,383,414,95,51,28,0,16,46,70,26,3,144,1,4,0,9,0,0,0.24804178,12575
2012,Taylor Featherston,COL,LEVEL,22,105,378,444,113,67,30,4,12,75,53,53,0,87,8,4,1,5,15,4,0.2989418,12590
2012,Mike Marjama,CHW,LEVEL,22,23,85,90,26,20,5,0,1,6,8,4,0,14,0,0,1,3,1,2,0.30588235,12594
2013,Mike Marjama,CHW,LEVEL,23,97,375,407,104,77,20,1,6,48,46,20,0,67,7,4,1,9,9,5,0.27733333,12594
2013,Ryan Ludwick,CIN,LEVEL,34,3,6,10,1,1,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0.16666667,1260
2012,Raffy Lopez,CHC,LEVEL,24,31,117,138,31,23,7,1,0,14,12,17,0,13,0,3,1,4,1,0,0.26495726,12606
2012,O'Koyea Dickson,LAD,LEVEL,22,106,386,451,105,60,27,1,17,63,48,46,4,65,14,5,0,7,11,6,0.27202073,12677
2012,Billy Burns,WSN,LEVEL,22,113,398,485,128,109,14,5,0,83,41,65,2,68,13,1,8,2,38,9,0.32160804,12701
2013,Alex Rodriguez,NYY,LEVEL,37,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1274
2013,Breyvic Valera,STL,LEVEL,21,128,515,562,159,135,18,6,0,71,48,40,0,30,1,2,4,10,13,7,0.30873786,12758
2011,Brad Miller,SEA,LEVEL,21,14,53,59,22,17,4,1,0,9,7,4,0,9,1,1,0,1,1,0,0.41509434,12775
2012,Andy Burns,TOR,LEVEL,21,78,278,325,69,31,25,4,9,57,37,38,0,75,7,2,0,2,15,2,0.24820144,12779
2012,Taylor Davis,CHC,LEVEL,22,18,65,76,22,15,4,2,1,5,12,8,0,8,0,3,0,3,0,0,0.33846154,12782
2012,Dalton Pompey,TOR,LEVEL,19,5,22,24,5,4,0,1,0,1,3,1,0,5,0,0,1,0,1,1,0.22727273,12797
2013,Dalton Pompey,TOR,LEVEL,20,115,437,511,114,77,22,9,6,68,40,63,1,106,5,3,3,4,38,10,0.26086957,12797
2006,Larry Bigbie,STL,LEVEL,28,4,14,16,5,5,0,0,0,2,1,2,0,4,0,0,0,1,0,0,0.35714286,128
2014,George Springer,HOU,LEVEL,24,3,4,7,1,0,1,0,0,1,0,3,0,1,0,0,0,0,2,0,0.25,12856
2012,Brian Goodwin,WSN,LEVEL,21,58,216,266,70,42,18,1,9,47,38,43,0,39,3,3,1,1,15,4,0.32407407,12858
2011,James McCann,DET,LEVEL,21,9,34,38,2,1,1,0,0,0,1,2,0,12,1,1,0,0,0,0,0.05882353,12859
2012,Gregory Polanco,PIT,LEVEL,20,116,437,485,142,94,26,6,16,84,85,44,1,64,2,1,1,8,40,15,0.32494279,12907
2012,Francisco Lindor,CLE,LEVEL,18,122,490,568,126,93,24,3,6,83,42,61,8,78,11,1,4,19,27,12,0.25714286,12916
2012,Alen Hanson,PIT,LEVEL,19,124,489,558,151,89,33,13,16,99,62,55,1,105,4,3,7,2,35,19,0.30879346,12926
2013,Brandon Nimmo,NYM,LEVEL,20,110,395,480,108,84,16,6,2,62,40,71,1,131,11,2,1,7,10,7,0.27341772,12927
2012,Jose Osuna,PIT,LEVEL,19,126,482,524,135,83,36,0,16,68,72,31,1,82,4,7,0,10,4,4,0.28008299,12937
2013,Socrates Brito,ARI,LEVEL,20,129,523,566,138,103,24,9,2,61,49,37,1,124,2,3,1,3,27,9,0.26386233,12944
2013,Phillip Evans,NYM,LEVEL,20,106,350,389,71,55,13,1,2,35,25,30,0,60,3,5,1,14,4,2,0.20285714,12950
2012,Willy Garcia,PIT,LEVEL,19,122,459,497,110,73,17,2,18,57,77,32,0,131,0,5,1,7,10,8,0.23965142,12956
2012,Steve Selsky,CIN,LEVEL,22,59,228,246,64,47,11,3,3,27,26,12,0,49,3,2,1,2,5,1,0.28070175,12957
2012,Austin Hedges,SDP,LEVEL,19,96,337,373,94,56,28,0,10,44,56,23,1,62,7,4,2,8,14,9,0.27893175,12976
2015,Michael Perez,ARI,LEVEL,22,55,183,208,41,31,9,0,1,18,26,20,0,31,2,1,0,5,4,3,0.22404372,12977
2013,Michael Perez,ARI,LEVEL,20,46,162,178,40,24,12,2,2,20,14,14,1,55,0,2,0,3,0,0,0.24691358,12977
2014,Michael Perez,ARI,LEVEL,21,98,319,388,76,42,21,4,9,53,35,62,0,92,2,4,1,7,1,3,0.23824451,12977
2012,Javier Baez,CHC,LEVEL,19,57,213,235,71,44,10,5,12,41,33,9,0,48,10,3,0,3,20,3,0.33333333,12979
2013,Cam Gallagher,KCR,LEVEL,20,66,222,256,47,30,15,0,2,19,18,24,0,28,6,3,1,6,0,0,0.21171171,12981
2013,Charles Tilson,STL,LEVEL,20,100,376,411,114,96,8,6,4,49,30,25,1,58,2,1,7,4,15,6,0.30319149,12983
2011,Jackie Bradley Jr.,BOS,LEVEL,21,4,15,15,5,3,1,0,1,2,3,0,0,3,0,0,0,0,0,0,0.33333333,12984
2011,Kelby Tomlinson,SFG,LEVEL,21,2,9,10,3,3,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0.33333333,13005
2012,Kelby Tomlinson,SFG,LEVEL,22,123,450,520,101,87,9,4,1,57,36,53,0,105,5,6,6,5,36,11,0.22444444,13005
2013,Mitch Walding,PHI,LEVEL,20,115,402,464,90,69,18,2,1,50,42,57,0,121,3,2,0,8,6,7,0.2238806,13006
2014,Mitch Walding,PHI,LEVEL,21,108,371,419,88,54,25,2,7,33,55,36,0,116,4,5,3,4,1,5,0.23719677,13006
2011,John Andreoli,CHC,LEVEL,21,8,27,30,3,3,0,0,0,3,1,3,0,6,0,0,0,0,2,0,0.11111111,13012
2012,Teoscar Hernandez,HOU,LEVEL,19,8,25,30,6,3,2,0,1,2,5,3,0,12,0,1,1,0,1,0,0.24,13066
2013,Teoscar Hernandez,HOU,LEVEL,20,123,499,565,135,88,25,9,13,97,55,41,0,135,4,4,17,8,24,11,0.27054108,13066
2017,Andrew Susac,MIL,LEVEL,27,2,7,8,3,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0.42857143,13132
2012,Josh Bell,PIT,LEVEL,19,15,62,66,17,11,5,0,1,6,11,2,0,21,0,2,0,3,1,0,0.27419355,13145
2013,Josh Bell,PIT,LEVEL,20,119,459,519,128,76,37,2,13,75,76,52,1,90,3,5,0,10,1,2,0.2788671,13145
2013,Jose Briceno,COL,LEVEL,20,26,91,96,24,17,6,0,1,12,8,5,0,20,0,0,0,4,1,0,0.26373626,13151
2014,Jose Briceno,COL,LEVEL,21,84,315,350,89,53,23,1,12,38,50,16,1,57,10,1,8,8,8,4,0.28253968,13151
2013,Jorge Polanco,MIN,LEVEL,19,115,465,523,143,96,32,10,5,76,78,42,2,59,3,10,3,4,4,4,0.30752688,13152
2012,Luis Sardinas,TEX,LEVEL,19,96,374,412,109,91,14,2,2,65,30,29,0,52,4,3,2,5,32,9,0.29144385,13153
2012,Marco Hernandez,CHC,LEVEL,19,43,157,171,33,26,2,3,2,18,12,9,0,40,0,3,2,3,2,1,0.21019108,13154
2013,Marco Hernandez,CHC,LEVEL,20,111,417,443,106,82,17,3,4,45,34,16,1,72,4,2,4,8,21,7,0.25419664,13154
2015,Nicky Delmonico,CHW,LEVEL,22,5,20,22,8,5,1,1,1,4,8,1,0,4,0,1,0,0,0,0,0.4,13157
2012,Nicky Delmonico,BAL,LEVEL,19,95,338,393,84,51,22,0,11,49,54,47,0,73,7,1,0,7,8,1,0.24852071,13157
2012,Robel Garcia,CLE,LEVEL,19,63,233,264,49,33,12,1,3,24,23,27,1,68,2,0,2,3,2,2,0.21030043,13167
2013,Robel Garcia,CLE,LEVEL,20,16,46,56,8,4,3,1,0,5,3,9,0,11,1,0,0,1,0,0,0.17391304,13167
2012,Blake Swihart,BOS,LEVEL,20,92,344,378,90,62,17,4,7,44,53,26,0,68,0,8,0,5,6,2,0.26162791,13176
2012,Tyler Goeddel,TBR,LEVEL,19,103,329,379,81,54,19,2,6,52,46,38,0,94,7,2,3,8,30,5,0.24620061,13180
2013,Tyler Goeddel,TBR,LEVEL,20,112,450,497,112,75,18,12,7,63,65,40,1,98,3,3,1,7,30,5,0.24888889,13180
2013,Orlando Arcia,MIL,LEVEL,18,120,442,486,111,88,14,5,4,67,39,35,2,40,6,1,2,15,20,9,0.25113122,13185
2012,Jordan Weems,BOS,LEVEL,19,86,298,345,60,49,11,0,0,33,29,44,0,87,2,0,1,9,4,1,0.20134228,13190
2013,Jordan Weems,BOS,LEVEL,20,61,201,229,41,33,8,0,0,15,13,25,0,60,3,0,0,2,2,1,0.2039801,13190
2014,Jordan Weems,BOS,LEVEL,21,50,163,193,27,21,4,2,0,16,9,25,2,68,2,1,2,3,6,0,0.16564417,13190
2013,Michael Reed,MIL,LEVEL,20,118,455,539,130,93,23,13,1,68,40,71,3,108,4,2,7,15,26,10,0.28571429,13228
2012,Nolan Fontana,HOU,LEVEL,21,49,151,222,34,22,9,1,2,37,25,65,0,44,3,1,2,3,12,2,0.22516556,13267
2013,Zach Vincej,CIN,LEVEL,22,104,377,425,99,74,17,5,3,51,31,36,0,72,6,4,2,9,13,7,0.26259947,13269
2017,Joey Rickard,BAL,LEVEL,26,3,10,10,3,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.3,13277
2013,Joey Rickard,TBR,LEVEL,22,127,452,559,122,80,29,5,8,79,63,78,0,98,16,8,5,8,30,10,0.2699115,13277
2012,Darnell Sweeney,LAD,LEVEL,21,51,199,229,58,41,8,4,5,34,23,24,0,41,2,1,3,3,17,4,0.29145729,13284
2013,Peter O'Brien,NYY,LEVEL,22,53,194,226,63,29,22,1,11,47,41,22,1,58,4,6,0,4,0,0,0.32474227,13288
2014,Spencer Kieboom,WSN,LEVEL,23,87,330,361,102,61,28,4,9,50,61,21,0,67,4,6,0,7,2,2,0.30909091,13300
2012,Max Muncy,OAK,LEVEL,21,64,229,274,63,37,20,2,4,34,23,41,2,37,1,3,0,2,3,1,0.27510917,13301
2013,Ildemaro Vargas,STL,LEVEL,21,115,419,467,104,85,15,3,1,54,39,31,1,49,3,1,13,19,8,4,0.24821002,13324
2015,Ildemaro Vargas,ARI,LEVEL,23,86,336,384,108,82,18,3,5,62,39,35,1,16,3,5,5,8,9,6,0.32142857,13324
2014,Omar Narvaez,CHW,LEVEL,22,38,127,142,37,34,3,0,0,7,20,9,0,11,1,5,0,6,0,0,0.29133858,13338
2013,Luke Maile,TBR,LEVEL,22,95,361,407,102,70,25,3,4,45,49,41,0,54,0,5,0,10,8,2,0.28254848,13355
2013,Bubba Starling,KCR,LEVEL,20,125,435,498,105,67,21,4,13,51,63,53,1,128,6,4,0,8,22,3,0.24137931,13356
2017,Stephen Piscotty,STL,LEVEL,26,4,15,15,3,1,2,0,0,0,3,0,0,3,0,0,0,0,1,0,0.2,13367
2012,Stephen Piscotty,STL,LEVEL,21,55,210,237,62,39,18,1,4,29,27,18,1,25,9,0,0,9,3,0,0.2952381,13367
2013,Erik Gonzalez,CLE,LEVEL,21,93,355,383,92,53,23,7,9,59,49,24,0,71,1,1,2,7,10,4,0.25915493,13369
2013,Andrew Toles,TBR,LEVEL,21,121,519,552,169,116,35,16,2,79,57,22,1,105,7,3,1,6,62,17,0.3256262,13414
2013,Christian Walker,BAL,LEVEL,22,31,116,131,41,33,5,0,3,19,20,11,0,16,3,1,0,5,0,3,0.35344828,13419
2013,Tony Renda,WSN,LEVEL,22,135,521,606,153,104,43,3,3,99,51,68,1,65,8,5,4,8,30,6,0.29366603,13443
2013,Dwight Smith,TOR,LEVEL,20,109,423,479,120,93,17,3,7,57,46,52,0,82,3,1,0,4,25,5,0.28368794,13473
2015,Oscar Hernandez,ARI,LEVEL,21,5,13,14,2,2,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0.15384615,13490
2013,Oscar Hernandez,TBR,LEVEL,19,3,9,11,2,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0.22222222,13490
2014,Oscar Hernandez,TBR,LEVEL,20,94,362,397,90,58,18,5,9,43,63,25,1,78,4,5,1,6,3,6,0.24861878,13490
2013,Tom Murphy,COL,LEVEL,22,80,288,341,83,36,26,2,19,55,74,37,0,87,10,3,3,2,4,5,0.28819444,13499
2012,Jose  Ramirez,CLE,LEVEL,19,67,277,313,98,78,13,4,3,54,27,24,1,26,1,3,8,4,15,6,0.35379061,13510
2013,Roman Quinn,PHI,LEVEL,20,67,260,298,62,47,7,3,5,37,21,27,0,64,6,1,4,3,32,9,0.23846154,13546
2013,Jesse Winker,CIN,LEVEL,19,112,417,486,117,78,18,5,16,73,76,63,2,75,4,2,0,10,6,1,0.28057554,13590
2013,Jose Peraza,ATL,LEVEL,19,114,448,504,129,102,18,8,1,72,47,34,1,64,6,7,9,8,64,15,0.28794643,13593
2013,Humberto Arteaga,KCR,LEVEL,19,61,240,251,45,38,5,2,0,17,13,6,0,43,2,0,3,8,0,4,0.1875,13595
2014,Humberto Arteaga,KCR,LEVEL,20,122,450,483,89,72,13,2,2,33,31,17,0,111,3,1,12,10,7,6,0.19777778,13595
2015,Humberto Arteaga,KCR,LEVEL,21,70,286,315,74,59,12,2,1,37,28,15,0,46,2,3,9,2,15,8,0.25874126,13595
2013,Patrick Wisdom,STL,LEVEL,21,104,372,423,86,49,20,4,13,54,62,42,0,114,3,3,3,4,4,1,0.2311828,13602
2013,Mallex Smith,SDP,LEVEL,20,110,424,507,111,88,17,2,4,81,29,59,0,84,12,1,11,4,64,16,0.26179245,13608
2014,Mallex Smith,SDP,LEVEL,21,65,254,303,75,56,13,6,0,56,15,38,0,55,4,2,5,2,48,16,0.29527559,13608
2013,Mookie Betts,BOS,LEVEL,20,76,277,340,82,49,24,1,8,63,26,58,0,40,1,1,3,5,18,2,0.29602888,13611
2012,Ketel Marte,SEA,LEVEL,18,4,14,17,4,4,0,0,0,3,2,2,0,3,0,0,1,0,1,0,0.28571429,13613
2013,Ketel Marte,SEA,LEVEL,19,98,378,406,115,95,15,5,0,61,29,15,0,39,1,3,9,9,16,8,0.3042328,13613
2013,Carson Kelly,STL,LEVEL,18,43,146,168,32,24,6,0,2,18,13,13,0,25,2,2,5,3,0,0,0.21917808,13620
2014,Carson Kelly,STL,LEVEL,19,98,363,415,90,63,17,4,6,41,49,37,1,54,7,4,4,14,1,0,0.24793388,13620
2013,Jeimer Candelario,CHC,LEVEL,19,130,500,572,128,81,35,1,11,71,57,68,1,88,2,2,0,18,1,0,0.256,13621
2014,Jeimer Candelario,CHC,LEVEL,20,63,244,263,61,33,19,3,6,32,37,18,1,45,0,1,0,3,0,1,0.25,13621
2013,Corey Seager,LAD,LEVEL,19,74,272,312,84,51,18,3,12,45,57,34,4,58,3,2,1,10,9,4,0.30882353,13624
2013,Terrance Gore,KCR,LEVEL,22,128,455,541,98,89,6,3,0,76,24,62,0,120,19,0,5,3,68,8,0.21538462,13658
2013,Tyrone Taylor,MIL,LEVEL,19,122,485,549,133,90,33,2,8,69,57,35,1,63,14,4,11,9,19,8,0.2742268,13675
2013,Christopher Bostick,OAK,LEVEL,20,129,489,555,138,91,25,8,14,75,89,51,0,122,6,5,4,7,25,8,0.28220859,13718
2013,David Dahl,COL,LEVEL,19,10,40,42,11,6,4,1,0,9,7,2,0,8,0,0,0,0,2,0,0.275,13744
2014,David Dahl,COL,LEVEL,20,90,392,422,121,72,33,6,10,69,41,23,0,65,1,2,4,4,18,5,0.30867347,13744
2015,Tomas Nido,NYM,LEVEL,21,86,317,335,82,60,14,2,6,39,40,12,1,86,1,4,1,9,1,1,0.25867508,13755
2012,Chris Taylor,SEA,LEVEL,21,12,46,53,14,14,0,0,0,5,4,2,0,4,3,0,2,1,4,1,0.30434783,13757
2012,Travis Jankowski,SDP,LEVEL,21,59,238,256,67,52,10,4,1,32,23,13,0,44,1,3,1,4,17,7,0.28151261,13768
2013,Adalberto Mondesi,KCR,LEVEL,17,125,482,536,126,99,13,7,7,61,47,34,1,118,2,3,15,5,24,10,0.26141079,13769
2012,Rob Refsnyder,NYY,LEVEL,21,46,162,182,39,27,8,0,4,22,22,16,0,25,3,1,0,7,11,1,0.24074074,13770
2013,Rob Refsnyder,NYY,LEVEL,22,13,54,62,20,15,4,1,0,9,6,6,0,12,2,0,0,1,7,0,0.37037037,13770
2012,Matt Reynolds,NYM,LEVEL,21,42,158,179,41,30,8,0,3,18,13,12,0,26,7,2,0,7,5,1,0.25949367,13788
2012,Eric Stamets,LAA,LEVEL,20,62,248,267,68,53,13,1,1,34,20,15,0,35,3,0,1,3,7,2,0.27419355,13795
2013,Kevin Plawecki,NYM,LEVEL,22,65,245,282,77,46,24,1,6,35,43,23,2,32,10,4,0,11,1,0,0.31428571,13807
2017,Micah Johnson,ATL,LEVEL,26,2,7,7,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.28571429,13809
2013,Micah Johnson,CHW,LEVEL,22,77,304,351,104,70,17,11,6,76,42,40,2,67,3,1,3,0,61,19,0.34210526,13809
2014,Ian Parmley,TOR,LEVEL,24,41,110,137,23,21,2,0,0,16,9,20,0,17,0,1,6,1,11,1,0.20909091,13821
2013,Alec Mills,KCR,LEVEL,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13834
2013,Matt Duffy,SFG,LEVEL,22,78,287,339,88,67,14,3,4,48,43,45,1,41,3,1,3,7,22,6,0.30662021,13836
2013,Anthony Bemboom,LAA,LEVEL,23,61,229,254,56,37,11,0,8,35,25,21,0,43,0,1,3,3,0,1,0.24454148,13854
2014,Anthony Bemboom,LAA,LEVEL,24,19,60,65,13,6,3,2,2,8,13,4,0,7,1,0,0,3,1,0,0.21666667,13854
2013,Devon Travis,DET,LEVEL,22,77,290,339,102,77,17,2,6,55,42,35,2,32,8,4,2,3,14,3,0.35172414,13862
2013,Bruce Maxwell,OAK,LEVEL,22,57,199,228,57,41,14,0,2,25,28,24,1,29,0,2,3,5,0,0,0.28643216,13866
2013,Alex Mejia,STL,LEVEL,22,40,153,169,43,31,9,2,1,26,13,9,0,29,2,1,4,2,2,1,0.28104575,13877
2013,Mike Miller,BOS,LEVEL,23,15,45,53,16,10,6,0,0,8,2,5,0,5,2,0,1,1,3,1,0.35555556,13891
2013,Trevor Brown,SFG,LEVEL,21,97,384,423,96,74,18,1,3,48,40,27,0,52,5,5,2,8,10,9,0.25,13895
2013,Seth Mejias-Brean,CIN,LEVEL,22,127,479,545,146,98,35,3,10,70,79,55,0,83,6,3,2,12,3,2,0.30480167,13905
2013,Sherman Johnson,LAA,LEVEL,22,105,398,478,104,74,20,6,4,74,32,66,0,87,6,4,4,4,14,4,0.26130653,13906
2013,Patrick Kivlehan,SEA,LEVEL,23,60,223,247,63,47,12,1,3,26,31,17,1,42,5,2,0,4,5,3,0.28251121,13910
2013,Rio Ruiz,HOU,LEVEL,19,114,416,472,108,62,33,1,12,46,63,50,0,92,0,5,1,9,12,3,0.25961538,14103
2012,Addison Russell,OAK,LEVEL,18,16,58,66,18,12,4,2,0,8,9,5,0,12,1,1,1,2,5,1,0.31034483,14106
2013,Albert Almora Jr.,CHC,LEVEL,19,61,249,272,82,58,17,4,3,39,23,17,1,30,3,2,1,7,4,4,0.32931727,14109
2013,Eric Haase,CLE,LEVEL,20,104,376,420,94,54,23,3,14,49,47,40,0,117,1,2,1,6,2,2,0.25,14111
2014,Eric Haase,CLE,LEVEL,21,77,296,328,80,44,16,4,16,48,42,28,1,84,3,1,0,6,1,2,0.27027027,14111
2013,Ramon Torres,KCR,LEVEL,20,26,87,99,19,15,4,0,0,4,5,7,0,17,0,1,4,1,1,3,0.2183908,14113
2014,Ramon Torres,KCR,LEVEL,21,73,276,310,84,62,15,2,5,46,26,16,0,40,2,1,15,1,15,5,0.30434783,14113
2012,Miguel Cairo,CIN,LEVEL,38,3,10,11,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1412
2013,Joey Gallo,TEX,LEVEL,19,106,392,446,96,34,19,5,38,82,78,48,1,165,5,1,0,2,14,1,0.24489796,14128
2013,Daniel Vogelbach,CHC,LEVEL,20,114,433,502,123,85,21,0,17,55,71,57,3,76,2,8,0,11,4,4,0.28406467,14130
